Unnamed: 0,Coluna_0,Coluna_1,Coluna_2,Coluna_3,Coluna_4,Coluna_5,Coluna_7,Coluna_8,Coluna_11,Coluna_12
5375,2017,1,24,17,13,9,-20.2749,-44.39756,0,-3
5451,2017,1,24,17,14,3,-20.38103,-44.47894,0,-3
5664,2017,1,24,17,18,42,-20.25296,-44.35864,0,-3
5691,2017,1,24,17,19,10,-20.21321,-44.47142,0,-3
5694,2017,1,24,17,19,11,-20.26118,-44.27034,0,-3
5701,2017,1,24,17,19,12,-20.35343,-44.28046,0,-3
5702,2017,1,24,17,19,12,-20.36959,-44.29385,0,3
5721,2017,1,24,17,19,36,-19.70514,-44.28916,0,-3
5736,2017,1,24,17,19,50,-20.27699,-44.39817,0,3
5777,2017,1,24,17,20,21,-20.33324,-44.51965,0,-3
5887,2017,1,24,17,21,4,-20.23751,-44.41462,0,-3
5895,2017,1,24,17,22,11,-19.70842,-44.32098,0,-3
5897,2017,1,24,17,22,11,-19.70729,-44.34412,0,-3
5912,2017,1,24,17,22,28,-20.20632,-44.342,0,-3
5983,2017,1,24,17,23,15,-20.27374,-44.31519,0,3
6132,2017,1,24,17,26,38,-20.20121,-44.55864,0,-3
6134,2017,1,24,17,26,38,-20.20478,-44.33062,0,-3
6165,2017,1,24,17,27,10,-20.23967,-44.41399,0,-3
6166,2017,1,24,17,27,10,-20.23612,-44.37604,0,-3
6174,2017,1,24,17,27,14,-19.68959,-44.24818,0,3
6379,2017,1,24,17,31,34,-20.20949,-44.40977,0,-3
6481,2017,1,24,17,33,52,-19.95926,-44.27165,0,-3
6482,2017,1,24,17,33,52,-19.9657,-44.39623,0,-3
6484,2017,1,24,17,33,52,-19.95107,-44.36428,0,-3
6487,2017,1,24,17,33,54,-20.23101,-44.39831,0,-3
6617,2017,1,24,17,35,58,-20.14821,-44.34959,0,-3
6643,2017,1,24,17,36,16,-20.26892,-44.27011,0,-3
6683,2017,1,24,17,36,53,-19.66496,-44.20594,0,-3
6961,2017,1,24,17,41,37,-20.38025,-44.31717,0,3
7066,2017,1,24,17,42,7,-19.67046,-44.21162,0,-3
7124,2017,1,24,17,43,59,-20.15202,-44.25136,0,3
7125,2017,1,24,17,43,59,-20.30805,-44.28604,0,3
7219,2017,1,24,17,45,21,-20.23486,-44.12109,0,-3
7274,2017,1,24,17,46,22,-20.15248,-44.21574,0,3
7304,2017,1,24,17,46,48,-20.12018,-44.24566,0,-3
7511,2017,1,24,17,49,54,-19.75289,-44.15656,0,-3
7616,2017,1,24,17,51,15,-19.71112,-44.35531,0,-3
7618,2017,1,24,17,51,16,-19.68221,-44.17806,0,-3
7715,2017,1,24,17,52,46,-20.126,-44.30629,0,-3
7803,2017,1,24,17,53,3,-20.09414,-44.34221,0,3
7939,2017,1,24,17,55,0,-20.33751,-44.10909,0,-3
7982,2017,1,24,17,56,43,-19.85401,-44.22861,0,-3
7995,2017,1,24,17,56,54,-20.10612,-44.17957,0,-3
8062,2017,1,24,17,58,11,-20.06551,-44.30191,0,3
8067,2017,1,24,17,58,17,-20.16016,-44.24901,0,-3
8088,2017,1,24,17,58,40,-19.9508,-44.29921,0,-3
8095,2017,1,24,17,58,46,-20.17352,-44.30205,0,-3
8127,2017,1,24,17,59,14,-19.94998,-44.2841,0,3
8128,2017,1,24,17,59,17,-20.08443,-44.20872,0,-3
8129,2017,1,24,17,59,17,-20.06052,-44.02821,0,-3
8226,2017,1,24,17,0,58,-19.57005,-44.65134,0,-3
8230,2017,1,24,17,0,4,-20.12687,-44.43413,0,-3
8232,2017,1,24,17,0,5,-20.21817,-44.38455,0,3
8263,2017,1,24,17,1,36,-19.99894,-44.62684,0,-3
8331,2017,1,24,17,2,23,-20.28585,-44.44842,0,3
8387,2017,1,24,17,3,32,-20.37621,-44.61503,0,3
8409,2017,1,24,17,3,48,-20.33271,-44.61861,0,-3
8524,2017,1,24,17,5,31,-19.97928,-44.48244,0,-3
8557,2017,1,24,17,5,4,-20.27374,-44.57226,0,-3
8806,2017,1,24,17,9,39,-19.54873,-44.62145,0,-3
8819,2017,1,24,17,9,50,-20.26438,-44.37825,0,3
8911,2017,1,24,18,11,44,-20.28905,-43.80582,0,-3
8972,2017,1,24,18,12,30,-19.69875,-44.21326,0,-3
9003,2017,1,24,18,12,59,-20.16393,-44.20824,0,-3
9022,2017,1,24,18,13,14,-20.25094,-44.30148,0,-3
9042,2017,1,24,18,13,34,-19.85567,-44.25811,0,-3
9108,2017,1,24,18,14,17,-20.2173,-44.24808,0,-3
9215,2017,1,24,18,15,36,-20.17087,-44.12175,0,-3
9220,2017,1,24,18,15,39,-19.94388,-44.12688,0,-3
9226,2017,1,24,18,15,42,-20.1582,-44.25402,0,3
9377,2017,1,24,18,17,20,-20.17893,-44.24683,0,-3
9378,2017,1,24,18,17,20,-20.10019,-44.12587,0,-3
9687,2017,1,24,18,20,51,-20.13557,-44.21066,0,-3
9689,2017,1,24,18,20,52,-20.21847,-44.30579,0,3
9815,2017,1,24,18,22,13,-20.34521,-44.07685,0,-3
9849,2017,1,24,18,22,44,-20.07578,-44.03024,0,-3
9894,2017,1,24,18,22,6,-20.08834,-44.24611,0,3
9940,2017,1,24,18,23,27,-20.07868,-44.24765,0,3
10155,2017,1,24,18,26,11,-20.11321,-44.09378,0,3
10333,2017,1,24,18,28,32,-20.10889,-44.15359,0,3
10354,2017,1,24,18,28,46,-20.08074,-44.0813,0,-3
10478,2017,1,24,18,30,16,-20.07731,-44.05746,0,-3
10526,2017,1,24,18,30,59,-20.12971,-44.23597,0,-3
10554,2017,1,24,18,31,30,-20.1911,-44.0777,0,-3
10621,2017,1,24,18,32,35,-20.14832,-44.13243,0,-3
10622,2017,1,24,18,32,35,-20.12219,-44.39261,0,-3
10649,2017,1,24,18,32,1,-20.10908,-44.10455,0,3
10660,2017,1,24,18,33,10,-19.78736,-44.24329,0,3
10678,2017,1,24,18,33,25,-20.07484,-44.22637,0,3
10758,2017,1,24,18,34,24,-20.1519,-44.03951,0,-3
10951,2017,1,24,18,36,8,-20.05718,-44.08103,0,3
11027,2017,1,24,18,37,3,-20.1829,-44.19748,0,3
11044,2017,1,24,18,38,16,-19.7766,-44.09955,0,-3
11082,2017,1,24,18,38,39,-20.04348,-44.28543,0,-3
11084,2017,1,24,18,38,39,-20.064,-44.18825,0,-3
11125,2017,1,24,18,39,21,-20.13657,-44.09743,0,-3
11173,2017,1,24,18,39,54,-20.10354,-44.05252,0,-3
11234,2017,1,24,18,40,40,-20.07458,-44.08595,0,3
11293,2017,1,24,18,41,30,-20.18827,-44.14812,0,3
11390,2017,1,24,18,42,44,-19.78782,-44.13018,0,-3
11394,2017,1,24,18,42,47,-20.2035,-44.45557,0,3
11480,2017,1,24,18,43,39,-19.76296,-43.94309,0,-3
11535,2017,1,24,18,44,22,-20.0671,-44.10754,0,-3
11555,2017,1,24,18,44,31,-20.20615,-44.18996,0,-3
11567,2017,1,24,18,44,33,-19.80255,-43.74614,0,-3
11585,2017,1,24,18,44,46,-20.01558,-44.18565,0,-3
11614,2017,1,24,18,44,8,-20.151,-44.06696,0,-3
11641,2017,1,24,18,45,22,-20.24401,-44.05698,0,3
11678,2017,1,24,18,45,51,-20.09855,-44.20651,0,-3
11690,2017,1,24,18,45,59,-20.08449,-44.11682,0,-3
11691,2017,1,24,18,45,59,-20.05728,-44.30074,0,-3
11697,2017,1,24,18,45,8,-20.00641,-44.1071,0,-3
11757,2017,1,24,18,46,0,-19.76293,-44.09683,0,-3
11781,2017,1,24,18,46,9,-20.06659,-44.33897,0,-3
11823,2017,1,24,18,47,46,-20.07905,-44.06852,0,-3
11869,2017,1,24,18,48,16,-20.1673,-44.17637,0,-3
11870,2017,1,24,18,48,16,-20.16966,-44.39749,0,-3
11928,2017,1,24,18,48,5,-20.00135,-44.10709,0,-3
12098,2017,1,24,18,50,58,-19.7653,-44.01213,0,-3
12243,2017,1,24,18,53,25,-20.08507,-44.30189,0,-3
12368,2017,1,24,18,54,44,-20.14854,-44.08324,0,-3
12423,2017,1,24,18,55,30,-20.11537,-44.04557,0,-3
12501,2017,1,24,18,56,30,-20.05157,-44.1008,0,-3
12607,2017,1,24,18,57,56,-20.06254,-44.14537,0,-3
12912,2017,1,24,18,2,59,-20.05856,-44.35646,0,3
12980,2017,1,24,18,4,14,-20.14218,-44.20254,0,-3
12996,2017,1,24,18,4,27,-20.23873,-44.24445,0,3
13022,2017,1,24,18,4,46,-20.14208,-44.29725,0,-3
13061,2017,1,24,18,5,42,-20.18266,-44.44923,0,-3
13096,2017,1,24,18,6,11,-20.19102,-44.22783,0,3
13122,2017,1,24,18,6,44,-19.82832,-44.19688,0,-3
13233,2017,1,24,18,8,19,-20.31651,-44.15881,0,-3
13257,2017,1,24,18,8,49,-20.15674,-44.19528,0,-3
13260,2017,1,24,18,8,51,-20.0929,-44.23242,0,3
16959,2017,1,24,19,2,46,-20.08915,-44.04965,0,-3
17064,2017,1,24,19,4,19,-20.02269,-44.0663,0,-3
17120,2017,1,24,19,5,11,-19.74998,-43.97211,0,-3
17144,2017,1,24,19,5,34,-20.01735,-44.06744,0,-3
17145,2017,1,24,19,5,34,-20.00385,-44.2833,0,-3
6725,2017,1,22,21,55,48,-19.75596,-43.67999,0,3
6457,2017,4,7,19,20,34,-19.98811,-43.94295,0,-3
6524,2017,4,7,19,22,34,-19.92387,-43.92115,0,-3
6555,2017,4,7,19,23,35,-19.88117,-44.04799,0,-3
6673,2017,4,7,19,26,30,-19.90969,-43.95177,0,-3
6713,2017,4,7,19,27,47,-19.90391,-44.1093,0,-3
6767,2017,4,7,19,28,1,-19.91624,-44.08773,0,-3
6799,2017,4,7,19,29,7,-19.89162,-44.09851,0,-3
6805,2017,4,7,19,30,11,-19.87917,-44.24995,0,-3
6838,2017,4,7,19,30,47,-20.02836,-43.78391,0,-3
6870,2017,4,7,19,31,31,-19.89908,-43.99733,0,-3
6871,2017,4,7,19,31,31,-19.8847,-44.20677,0,-3
6986,2017,4,7,19,33,4,-19.89079,-43.95465,0,-3
7057,2017,4,7,19,35,34,-19.8311,-44.12979,0,-3
7058,2017,4,7,19,35,34,-19.92869,-44.00708,0,-3
7246,2017,4,7,19,40,20,-19.93827,-43.98528,0,-3
7247,2017,4,7,19,40,20,-19.93807,-44.19638,0,-3
7315,2017,4,7,19,43,19,-19.78133,-44.15775,0,3
7559,2017,4,7,19,51,30,-19.86341,-44.24622,0,-3
7595,2017,4,7,19,52,36,-19.89408,-44.21712,0,3
7617,2017,4,7,19,52,8,-19.89889,-44.20645,0,-3
7619,2017,4,7,19,52,8,-19.90607,-44.35591,0,-3
7637,2017,4,7,19,53,45,-19.88568,-44.08279,0,-3
7713,2017,4,7,19,55,51,-19.87096,-43.97279,0,3
7765,2017,4,7,19,57,41,-19.95188,-43.99458,0,3
7804,2017,4,7,19,58,49,-19.8985,-44.30671,0,3
8497,2017,4,7,20,15,46,-19.92348,-44.00135,0,-3
8691,2017,4,7,20,20,35,-19.84504,-44.26571,0,-3
8916,2017,4,7,20,27,15,-19.90614,-44.14434,0,-3
9163,2017,4,7,20,32,37,-19.86573,-44.43816,0,3
9164,2017,4,7,20,32,37,-19.90773,-43.96578,0,3
10317,2017,4,7,20,0,12,-19.68571,-44.26877,0,-3
10494,2017,4,7,20,5,4,-19.8338,-44.14462,0,3
10526,2017,4,7,20,7,20,-19.95373,-44.04015,0,-3
10556,2017,4,7,20,8,36,-19.91993,-43.99025,0,-3
175,2017,11,3,1,34,38,-19.63767,-43.6274,0,-3
2872,2017,10,29,14,47,2,-20.08773,-43.72002,0,-3
3273,2017,10,29,15,12,27,-20.23694,-43.60759,0,-3
3325,2017,10,29,15,15,30,-20.13984,-43.84235,0,-3
3334,2017,10,29,15,15,49,-20.09564,-43.82458,0,-3
3380,2017,10,29,15,17,39,-20.16365,-43.84957,0,-3
3397,2017,10,29,15,18,28,-20.11434,-43.92531,0,-3
3491,2017,10,29,15,22,46,-20.15268,-43.74871,0,-3
3492,2017,10,29,15,22,47,-20.10311,-43.86452,0,-3
3523,2017,10,29,15,23,52,-20.14644,-43.95603,0,-3
3540,2017,10,29,15,24,19,-20.12374,-43.7831,0,3
3771,2017,10,29,15,31,45,-20.22403,-43.72994,0,3
3926,2017,10,29,15,36,38,-20.17075,-43.61598,0,3
4322,2017,10,29,15,46,17,-19.61087,-43.9586,0,-3
4502,2017,10,29,15,50,58,-19.97467,-43.66235,0,-3
4553,2017,10,29,15,52,40,-19.91878,-43.58678,0,-3
5051,2017,10,29,15,9,8,-20.15616,-43.7254,0,-3
5068,2017,10,29,16,10,32,-19.99796,-43.60307,0,-3
5081,2017,10,29,16,10,2,-19.54119,-44.1331,0,-3
5088,2017,10,29,16,11,25,-20.03804,-43.74812,0,-3
5128,2017,10,29,16,12,56,-19.67494,-44.06677,0,-3
5173,2017,10,29,16,14,26,-20.03866,-43.8155,0,-3
5265,2017,10,29,16,17,27,-20.00803,-43.56037,0,-3
5290,2017,10,29,16,18,28,-19.58825,-43.99633,0,-3
5538,2017,10,29,16,26,43,-19.67939,-43.9504,0,-3
5539,2017,10,29,16,26,43,-19.69907,-43.77971,0,-3
5558,2017,10,29,16,27,33,-19.63372,-44.01896,0,-3
5585,2017,10,29,16,28,27,-20.3234,-43.61642,0,-3
5601,2017,10,29,16,28,8,-19.49447,-43.97412,0,3
5711,2017,10,29,16,32,44,-19.69377,-44.08986,0,-3
5761,2017,10,29,16,34,39,-19.5131,-43.94814,0,-3
5801,2017,10,29,16,35,51,-20.25679,-43.78497,0,-3
5880,2017,10,29,16,38,30,-19.73019,-43.85796,0,-3
5881,2017,10,29,16,38,31,-19.65854,-44.03772,0,-3
5908,2017,10,29,16,39,15,-20.34278,-43.58916,0,-3
5995,2017,10,29,16,41,56,-20.37421,-43.57957,0,-3
5999,2017,10,29,16,41,1,-19.56172,-44.2066,0,-3
6145,2017,10,29,16,46,35,-19.89109,-43.71656,0,-3
6312,2017,10,29,16,51,45,-20.29351,-43.62983,0,-3
6314,2017,10,29,16,51,50,-19.84061,-43.68931,0,-3
6399,2017,10,29,16,53,50,-19.50707,-43.89407,0,-3
6409,2017,10,29,16,53,6,-19.88749,-43.69469,0,-3
6439,2017,10,29,16,54,3,-20.332,-43.68108,0,-3
6441,2017,10,29,16,54,8,-19.91441,-43.64051,0,-3
6450,2017,10,29,16,55,46,-19.89061,-43.67474,0,-3
6584,2017,10,29,16,59,47,-19.62472,-44.00725,0,-3
6599,2017,10,29,16,0,19,-19.97938,-43.59644,0,-3
6673,2017,10,29,16,2,56,-20.08555,-43.70934,0,3
6749,2017,10,29,16,5,10,-20.09132,-43.56553,0,-3
6772,2017,10,29,16,6,10,-20.035,-43.8078,0,-3
6792,2017,10,29,16,6,44,-20.1024,-43.62649,0,-3
6822,2017,10,29,16,7,45,-19.98161,-43.58315,0,3
6871,2017,10,29,16,9,10,-19.67234,-43.97812,0,-3
6908,2017,10,29,17,10,20,-20.36215,-43.57071,0,3
6915,2017,10,29,17,10,29,-20.32132,-43.67437,0,3
6965,2017,10,29,17,11,54,-19.85908,-43.76748,0,-3
6984,2017,10,29,17,12,12,-20.31897,-43.88325,0,-3
7276,2017,10,29,17,20,50,-19.61757,-43.93069,0,-3
7302,2017,10,29,17,21,30,-20.27479,-43.86756,0,-3
7359,2017,10,29,17,23,13,-20.33805,-43.65851,0,-3
7402,2017,10,29,17,24,29,-19.59097,-43.69615,0,-3
7539,2017,10,29,17,28,36,-19.90191,-43.66286,0,-3
7580,2017,10,29,17,29,39,-19.52706,-43.99796,0,3
7700,2017,10,29,17,32,51,-19.57457,-44.03182,0,-3
7850,2017,10,29,17,36,1,-20.19448,-43.76487,0,-3
8119,2017,10,29,17,43,27,-19.89339,-43.77941,0,-3
8165,2017,10,29,17,44,14,-19.86177,-43.87409,0,-3
8171,2017,10,29,17,44,17,-20.25895,-43.63436,0,-3
8184,2017,10,29,17,44,29,-19.77093,-44.01419,0,-3
8198,2017,10,29,17,44,51,-19.90087,-43.64293,0,-3
8210,2017,10,29,17,45,11,-20.00402,-43.63866,0,-3
8238,2017,10,29,17,45,41,-19.96716,-43.73516,0,-3
8240,2017,10,29,17,45,42,-19.83815,-43.80907,0,-3
8264,2017,10,29,17,45,0,-19.7809,-43.97268,0,-3
8343,2017,10,29,17,47,32,-19.84232,-43.79905,0,3
8374,2017,10,29,17,48,17,-19.85022,-43.79977,0,-3
8445,2017,10,29,17,50,29,-20.25717,-43.71133,0,-3
8456,2017,10,29,17,50,38,-19.73466,-43.90999,0,-3
8519,2017,10,29,17,51,31,-19.90227,-43.79554,0,3
8527,2017,10,29,17,51,46,-19.80588,-43.74815,0,-3
8528,2017,10,29,17,51,46,-19.86813,-43.66725,0,-3
8529,2017,10,29,17,51,48,-19.85442,-43.69954,0,3
8558,2017,10,29,17,52,33,-19.86233,-43.7752,0,-3
8559,2017,10,29,17,52,33,-19.93848,-43.62185,0,-3
8684,2017,10,29,17,55,32,-19.87236,-43.73853,0,-3
8696,2017,10,29,17,55,46,-19.82589,-43.77409,0,-3
8759,2017,10,29,17,57,23,-19.8382,-43.71807,0,-3
8777,2017,10,29,17,57,48,-19.5841,-44.31961,0,-3
8809,2017,10,29,17,58,44,-19.87954,-43.67232,0,-3
8823,2017,10,29,17,58,56,-19.76264,-43.86633,0,-3
8839,2017,10,29,17,59,11,-19.71977,-43.90373,0,3
8850,2017,10,29,17,59,31,-19.82524,-43.81394,0,-3
8851,2017,10,29,17,59,31,-19.83522,-43.70313,0,-3
8858,2017,10,29,17,59,53,-19.86887,-43.80122,0,-3
8869,2017,10,29,17,0,11,-20.33205,-43.70088,0,-3
8874,2017,10,29,17,0,15,-19.83996,-43.71129,0,-3
8907,2017,10,29,17,1,38,-19.90492,-43.61938,0,-3
8928,2017,10,29,17,2,11,-19.82701,-43.7136,0,-3
8943,2017,10,29,17,2,42,-19.86368,-43.63101,0,-3
8948,2017,10,29,17,2,56,-19.86986,-43.66011,0,-3
8953,2017,10,29,17,3,10,-19.61578,-43.98761,0,-3
8972,2017,10,29,17,3,53,-19.85262,-43.72963,0,-3
8975,2017,10,29,17,3,55,-19.56409,-43.60221,0,-3
9002,2017,10,29,17,4,50,-19.76391,-43.94353,0,-3
9036,2017,10,29,17,5,36,-19.84809,-43.64699,0,-3
9050,2017,10,29,17,5,4,-19.85336,-43.7051,0,-3
9055,2017,10,29,17,6,14,-19.92255,-43.59411,0,-3
9109,2017,10,29,17,7,45,-19.75679,-43.63381,0,-3
9121,2017,10,29,17,7,0,-19.83167,-43.72112,0,-3
9122,2017,10,29,17,7,0,-19.87135,-43.9258,0,-3
9148,2017,10,29,17,8,49,-19.88695,-43.69091,0,-3
9175,2017,10,29,17,9,37,-19.84743,-43.72458,0,-3
9377,2017,10,29,18,14,45,-19.89197,-43.70528,0,3
9395,2017,10,29,18,15,13,-19.94089,-43.70192,0,-3
9423,2017,10,29,18,15,47,-19.97024,-43.69268,0,-3
9446,2017,10,29,18,16,32,-19.94433,-43.66656,0,-3
10618,2017,10,29,18,48,6,-20.0868,-43.56806,0,3
11005,2017,10,29,18,0,35,-19.84052,-43.72266,0,-3
11083,2017,10,29,18,2,41,-19.95884,-43.71241,0,-3
11139,2017,10,29,18,3,0,-19.8848,-43.7067,0,3
11153,2017,10,29,18,4,15,-19.86677,-43.69416,0,3
11182,2017,10,29,18,4,7,-19.91231,-43.78432,0,-3
11282,2017,10,29,18,7,46,-19.87499,-43.76793,0,-3
11347,2017,10,29,18,8,53,-19.58356,-43.57024,0,-3
11383,2017,10,29,18,9,58,-19.94132,-43.62356,0,3
12632,2017,10,29,19,48,31,-19.49083,-43.58227,0,-3
18446,2017,10,29,2,16,3,-20.28755,-44.08568,0,-3
808,2017,12,15,18,42,24,-20.12604,-44.07773,0,-3
809,2017,12,15,18,42,24,-20.04211,-44.20717,0,-3
3021,2017,12,15,23,19,44,-20.36106,-44.31197,0,-3
3088,2017,12,15,23,6,9,-20.25241,-44.37805,0,-3
884,2017,4,13,17,56,3,-19.54071,-44.02669,0,-3
78,2017,11,18,11,31,33,-19.72293,-44.08405,0,3
1313,2017,11,18,15,13,51,-20.22764,-43.63033,0,-3
1452,2017,11,18,15,18,49,-20.25679,-43.5994,0,3
2123,2017,11,18,15,39,6,-20.16821,-43.69413,0,-3
2880,2017,11,18,15,5,26,-20.2512,-43.61155,0,3
5443,2017,11,18,17,13,55,-20.35735,-43.86376,0,-3
6233,2017,11,18,17,34,32,-19.97159,-43.58986,0,3
6638,2017,11,18,17,44,16,-19.51455,-43.7205,0,3
6936,2017,11,18,17,51,13,-19.53951,-43.76956,0,-3
7028,2017,11,18,17,52,40,-19.61659,-43.82071,0,3
7108,2017,11,18,17,54,27,-19.56497,-43.64023,0,-3
8544,2017,11,18,18,30,16,-20.37524,-44.02697,0,-3
8738,2017,11,18,18,34,19,-19.54812,-44.37845,0,3
8808,2017,11,18,18,35,55,-20.36573,-43.9034,0,-3
8835,2017,11,18,18,36,38,-19.55527,-44.66658,0,-3
9191,2017,11,18,18,44,20,-20.35997,-43.74921,0,3
9221,2017,11,18,18,44,58,-20.33265,-44.00304,0,-3
9313,2017,11,18,18,47,19,-20.24918,-43.79083,0,3
9509,2017,11,18,18,51,5,-19.62411,-44.47613,0,-3
9530,2017,11,18,18,52,32,-19.54908,-44.53139,0,-3
9705,2017,11,18,18,56,57,-19.58503,-44.45753,0,3
9788,2017,11,18,18,58,38,-19.52269,-44.37992,0,3
10208,2017,11,18,18,8,24,-19.62248,-43.67135,0,3
10554,2017,11,18,19,16,7,-20.29041,-43.64968,0,-3
10574,2017,11,18,19,17,32,-19.65505,-43.81832,0,-3
11224,2017,11,18,19,31,59,-19.84726,-44.37849,0,3
11308,2017,11,18,19,33,9,-19.7461,-44.49402,0,3
11314,2017,11,18,19,34,14,-19.65613,-43.88456,0,-3
11481,2017,11,18,19,40,36,-19.70074,-44.00558,0,-3
11543,2017,11,18,19,42,29,-19.68489,-44.44524,0,-3
11724,2017,11,18,19,45,51,-19.80141,-44.43629,0,3
11997,2017,11,18,19,51,6,-19.83614,-43.89179,0,-3
12198,2017,11,18,19,57,36,-19.51851,-43.91166,0,3
12200,2017,11,18,19,57,38,-19.64802,-44.17023,0,3
12411,2017,11,18,19,2,40,-19.54174,-44.44495,0,-3
12565,2017,11,18,19,6,59,-19.56089,-43.96073,0,-3
12650,2017,11,18,19,8,9,-19.57949,-44.02631,0,3
13039,2017,11,18,20,18,18,-19.95886,-44.4776,0,-3
13094,2017,11,18,20,19,47,-19.69318,-44.01346,0,-3
13177,2017,11,18,20,21,57,-19.80372,-44.01951,0,3
13255,2017,11,18,20,23,0,-19.72275,-44.10885,0,3
13310,2017,11,18,20,25,19,-19.96984,-44.50756,0,-3
13367,2017,11,18,20,27,17,-19.70284,-44.1351,0,3
13369,2017,11,18,20,27,18,-19.7408,-44.25906,0,-3
13418,2017,11,18,20,28,19,-19.77414,-44.20055,0,-3
13585,2017,11,18,20,33,19,-19.79339,-44.32775,0,3
13644,2017,11,18,20,35,44,-19.67094,-44.29508,0,3
14221,2017,11,18,20,55,18,-20.0127,-43.89783,0,-3
14592,2017,11,18,20,5,22,-19.68429,-43.91201,0,-3
14599,2017,11,18,20,5,50,-19.8247,-44.39508,0,3
14728,2017,11,18,20,8,48,-19.67008,-44.10626,0,3
14905,2017,11,18,21,16,13,-20.14777,-44.21955,0,-3
14939,2017,11,18,21,17,35,-20.0797,-43.99155,0,-3
14970,2017,11,18,21,18,35,-20.16488,-44.26645,0,-3
15189,2017,11,18,21,26,35,-20.12936,-44.15381,0,-3
15292,2017,11,18,21,31,59,-20.0604,-44.06684,0,-3
15353,2017,11,18,21,34,25,-20.05404,-43.98801,0,-3
15354,2017,11,18,21,34,25,-20.03459,-43.96522,0,-3
15405,2017,11,18,21,36,45,-20.17966,-44.24945,0,-3
15454,2017,11,18,21,39,17,-20.0414,-43.9949,0,-3
15516,2017,11,18,21,41,5,-20.04917,-43.99251,0,-3
15603,2017,11,18,21,44,3,-20.0991,-44.03391,0,-3
16141,2017,11,18,21,5,43,-19.9154,-43.71947,0,-3
16142,2017,11,18,21,5,43,-19.87417,-44.05528,0,-3
507,2017,3,6,15,52,2,-20.33467,-43.58991,0,3
761,2017,3,6,16,24,13,-20.27076,-43.58813,0,3
7974,2017,3,6,20,34,55,-20.24044,-43.64825,0,-3
8189,2017,3,6,20,39,16,-20.2432,-43.67533,0,-3
8944,2017,3,6,20,58,17,-20.32747,-43.68402,0,-3
9493,2017,3,6,21,13,36,-20.31998,-43.57065,0,-3
9494,2017,3,6,21,13,36,-20.29876,-43.61996,0,-3
9578,2017,3,6,21,16,19,-20.27963,-43.60352,0,3
9871,2017,3,6,21,30,44,-20.30903,-43.57279,0,-3
9962,2017,3,6,21,36,46,-20.22126,-43.59784,0,-3
10292,2017,3,6,21,0,28,-20.36134,-43.72302,0,-3
10299,2017,3,6,21,0,53,-20.29942,-43.6286,0,3
10465,2017,3,6,21,5,59,-20.3139,-43.78075,0,-3
10729,2017,3,6,22,18,46,-20.00576,-43.86859,0,3
10773,2017,3,6,22,22,51,-20.32429,-43.62415,0,3
11131,2017,3,6,22,3,49,-19.97525,-43.99459,0,-3
11144,2017,3,6,22,4,41,-19.95438,-43.99107,0,-3
11186,2017,3,6,22,6,0,-20.13232,-43.93256,0,-3
11222,2017,3,6,22,9,32,-19.98919,-43.99924,0,-3
2268,2017,1,10,15,44,37,-19.97426,-43.91463,0,-3
6011,2017,1,10,16,44,58,-20.28131,-44.37161,0,-3
6340,2017,1,10,16,49,44,-19.58112,-43.96926,0,-3
7700,2017,1,10,17,17,56,-19.56794,-44.17273,0,-3
7797,2017,1,10,17,20,50,-20.16927,-43.8681,0,-3
9652,2017,1,10,17,58,56,-20.01895,-43.8457,0,-3
10643,2017,1,10,18,21,35,-19.58712,-44.53984,0,-3
11067,2017,1,10,18,30,12,-19.87401,-43.74726,0,-3
11720,2017,1,10,18,44,1,-20.19287,-43.93747,0,-3
11721,2017,1,10,18,44,1,-20.19113,-43.8908,0,-3
11738,2017,1,10,18,45,31,-20.17985,-44.14954,0,-3
11814,2017,1,10,18,47,47,-20.18732,-43.90291,0,-3
11878,2017,1,10,18,49,52,-20.22101,-43.96287,0,-3
11965,2017,1,10,18,52,37,-20.16971,-44.41276,0,-3
12030,2017,1,10,18,54,23,-20.02633,-44.23832,0,-3
12635,2017,1,10,18,9,36,-19.98701,-44.06295,0,-3
12740,2017,1,10,19,12,7,-20.07772,-43.93922,0,3
12811,2017,1,10,19,16,16,-20.11001,-44.03936,0,3
12825,2017,1,10,19,16,32,-20.09243,-44.08197,0,3
13045,2017,1,10,19,24,49,-20.18408,-43.82163,0,-3
13154,2017,1,10,19,28,40,-20.15947,-44.04689,0,-3
13501,2017,1,10,19,40,54,-19.8597,-43.60773,0,3
13623,2017,1,10,19,44,38,-20.35777,-43.91031,0,-3
13660,2017,1,10,19,45,48,-20.27056,-43.80185,0,-3
13676,2017,1,10,19,45,6,-19.94412,-43.56794,0,-3
13717,2017,1,10,19,47,43,-20.20788,-43.7251,0,3
13746,2017,1,10,19,48,19,-19.84103,-43.71259,0,-3
13794,2017,1,10,19,48,1,-20.05581,-43.73861,0,-3
13873,2017,1,10,19,50,40,-20.30337,-43.58089,0,3
13963,2017,1,10,19,52,4,-20.34435,-43.63945,0,-3
14121,2017,1,10,19,56,2,-19.92217,-43.5909,0,-3
14157,2017,1,10,19,57,42,-19.50133,-43.71078,0,-3
14161,2017,1,10,19,57,47,-19.92908,-43.60799,0,-3
14217,2017,1,10,19,58,26,-19.89015,-43.5659,0,3
14219,2017,1,10,19,58,26,-20.38916,-43.82957,0,-3
14236,2017,1,10,19,58,39,-20.28546,-43.77261,0,-3
